127.0.0.1 - - [24/Jun/2023:22:29:55 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:29:56 +0530] "GET /regapp_using_MVC_Arch/login.jsp HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:29:57 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:30:58 +0530] "POST /regapp_using_MVC_Arch/verifyLogin HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:31:01 +0530] "GET /regapp_using_MVC_Arch/saveReg HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:31:08 +0530] "GET /regapp_using_MVC_Arch/listAll HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:31:11 +0530] "GET /regapp_using_MVC_Arch/saveReg HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:31:13 +0530] "GET /regapp_using_MVC_Arch/listAll HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:31:16 +0530] "GET /regapp_using_MVC_Arch/update?email=girishharagon115@gmail.com&mobile=8884168360 HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:35:25 +0530] "POST /regapp_using_MVC_Arch/Logout HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:35:35 +0530] "POST /regapp_using_MVC_Arch/verifyLogin HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:35:37 +0530] "GET /regapp_using_MVC_Arch/saveReg HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:35:38 +0530] "GET /regapp_using_MVC_Arch/listAll HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:35:40 +0530] "GET /regapp_using_MVC_Arch/update?email=girishharagon115@gmail.com&mobile=8884168360 HTTP/1.1" 200 717
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:36:44 +0530] "GET /regapp_using_MVC_Arch/saveReg HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:36:50 +0530] "GET /regapp_using_MVC_Arch/listAll HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:36:52 +0530] "POST /regapp_using_MVC_Arch/verifyLogin HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:36:53 +0530] "GET /regapp_using_MVC_Arch/listAll HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:37:57 +0530] "GET /regapp_using_MVC_Arch/saveReg HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:37:59 +0530] "GET /regapp_using_MVC_Arch/listAll HTTP/1.1" 200 360
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:38:00 +0530] "POST /regapp_using_MVC_Arch/verifyLogin HTTP/1.1" 200 773
0:0:0:0:0:0:0:1 - - [24/Jun/2023:22:38:02 +0530] "POST /regapp_using_MVC_Arch/Logout HTTP/1.1" 200 360
